NGC_Num,Other names,General Type,Specific Type,Apparent magnitude
1,,Galaxy,Intermediate spiral galaxy,13.65
2,,Galaxy,Spiral galaxy,14.96
3,,Galaxy,Lenticular galaxy,14.2
4,,Galaxy,Lenticular galaxy,16.8
5,,Galaxy,Elliptical galaxy,14.33
6,(Duplicate of NGC 20),Galaxy,Lenticular galaxy,14.04
7,,Galaxy,Barred spiral galaxy,13.47
8,,Star,Double star,15.2/16.5
9,,Galaxy,Barred spiral galaxy,14.5
10,,Galaxy,Spiral galaxy,13
11,,Galaxy,Spiral galaxy,14.5
12,,Galaxy,Intermediate spiral galaxy,14.5
13,,Galaxy,Spiral galaxy,14.2
14,,Galaxy,Irregular galaxy,13.3
15,,Galaxy,Spiral galaxy,14.9
16,,Galaxy,Lenticular galaxy,13
17,Also listed as NGC 34,Galaxy,Spiral galaxy,14
18,,Star,Double star,14
19,,Galaxy,Spiral galaxy,14
20,Also listed as NGC 6,Galaxy,Lenticular galaxy,14.5
21,Also listed as NGC 29,Galaxy,Spiral galaxy,13.9
22,,Galaxy,Spiral galaxy,14.9
23,,Galaxy,Barred spiral galaxy,12.5
24,,Galaxy,Spiral galaxy,12.1
25,,Galaxy,Lenticular galaxy,15.5
26,,Galaxy,Spiral galaxy,13.9
27,,Galaxy,Spiral galaxy,14.5
28,,Galaxy,Elliptical galaxy,13.8
29,(Duplicate of NGC 21),Galaxy,Spiral galaxy,14.5
30,,Star,Double star,14.8/15
31,,Galaxy,Barred spiral galaxy,13.9
32,,Asterism,Asterism,14
33,,Star,Double star,15
34,(Duplicate of NGC 17),Galaxy,Spiral galaxy,14
35,,Galaxy,Barred spiral galaxy,14
36,,Galaxy,Barred spiral galaxy,14.5
37,,Galaxy,Lenticular galaxy,13.7
38,,Galaxy,Spiral galaxy,13.5
39,,Galaxy,Spiral galaxy,14.4
40,Bow-Tie Nebula,Nebula,Planetary nebula,11.7
41,,Galaxy,Spiral galaxy,14.6
42,,Galaxy,Lenticular galaxy,15
43,,Galaxy,Lenticular galaxy,13.9
44,,Star,Double star,14.6
45,,Galaxy,Irregular galaxy,11.2
46,,Star,Star,11.8
47,,Galaxy,Barred spiral galaxy,13
48,,Galaxy,Barred spiral galaxy,15
49,,Galaxy,Lenticular galaxy,15.3
50,,Galaxy,Lenticular galaxy,12
51,,Galaxy,Lenticular galaxy,14.6
52,,Galaxy,Spiral galaxy,14.6
53,,Galaxy,Barred spiral galaxy,12.6
54,,Galaxy,Spiral galaxy,14
55,The Whale Galaxy,Galaxy,Irregular galaxy,8.2
56,,N/A,Nonexistent,N/A
57,,Galaxy,Elliptical galaxy,13.7
58,(Duplicate of NGC 47),Galaxy,Spiral galaxy,13
59,,Galaxy,Lenticular galaxy,13.1
60,,Galaxy,Spiral galaxy,15.4
61,,Galaxy,Interacting galaxies,15
62,,Galaxy,Barred spiral galaxy,14
63,,Galaxy,Spiral galaxy,12.6
64,,Galaxy,Barred spiral galaxy,13.6
65,,Galaxy,Lenticular galaxy,13.9
66,,Galaxy,Barred spiral galaxy,13.5
67,,Galaxy,Elliptical galaxy,15.7
68,,Galaxy,Lenticular galaxy,14.5
69,,Galaxy,Lenticular galaxy,15.7
70,,Galaxy,Spiral galaxy,14.5
71,,Galaxy,Lenticular galaxy,14.8
72,,Galaxy,Barred spiral galaxy,15
73,,Galaxy,Intermediate spiral galaxy,13
74,,Galaxy,Lenticular galaxy,16
75,,Galaxy,Lenticular galaxy,14.8
76,,Galaxy,Lenticular galaxy,14
77,,Galaxy,Lenticular galaxy,14.8
78,,Galaxy,Interacting galaxies,14.5
79,,Galaxy,Elliptical galaxy,14.9
80,,Galaxy,Lenticular galaxy,13.7
81,,Galaxy,Lenticular galaxy,17.7
82,,Star,Star,14.6
83,,Galaxy,Elliptical galaxy,14.2
84,,Star,Star,15.8
85,,Galaxy,Lenticular galaxy,15.7
86,,Galaxy,Lenticular galaxy,14.9
87,,Galaxy,Irregular galaxy,14.5
88,,Galaxy,Spiral galaxy,15.2
89,,Galaxy,Spiral galaxy,14.6
90,,Galaxy,Spiral galaxy,13.7
91,,Star,Star,14.4
92,,Galaxy,Spiral galaxy,14.3
93,,Galaxy,Spiral galaxy,14.7
94,,Galaxy,Lenticular galaxy,15.6
95,,Galaxy,Spiral galaxy,13.4
96,,Galaxy,Lenticular galaxy,17
97,,Galaxy,Elliptical galaxy,13.5
98,,Galaxy,Barred spiral galaxy,12.8
99,,Galaxy,Spiral galaxy,14
100,,Galaxy,Spiral galaxy,14.6
101,,Galaxy,Spiral galaxy,12.8
102,,Galaxy,Lenticular galaxy,14
103,,Cluster,Open cluster,10.3
104,47 Tucanae,Cluster,Globular cluster,5.8
105,,Galaxy,Spiral galaxy,14.1
106,,Galaxy,Lenticular galaxy,14.5
107,,Galaxy,Spiral galaxy,15.7
108,,Galaxy,Lenticular galaxy,13.3
109,,Galaxy,Spiral galaxy,15
110,,Cluster,Open cluster,9
111,,N/A,Unknown,
112,,Galaxy,Barred spiral galaxy,14.5
113,,Galaxy,Lenticular galaxy,13.5
114,,Galaxy,Lenticular galaxy,15
115,,Galaxy,Barred spiral galaxy,14
116,,N/A,Doesn't exist,14.5
117,,Galaxy,Lenticular galaxy,15.5
118,,Galaxy,Spiral galaxy,14.9
119,,Galaxy,Lenticular galaxy,13
120,,Galaxy,Lenticular galaxy,14.8
121,,Cluster,Globular cluster,11.2
122,Doesn't exist,N/A,Unknown,
123,Doesn't exist,N/A,Unknown,
124,,Galaxy,Spiral galaxy,13.8
125,,Galaxy,Lenticular galaxy,14.2
126,,Galaxy,Lenticular galaxy,14.5
127,,Galaxy,Lenticular galaxy,13.2
128,,Galaxy,Lenticular galaxy,13.2
129,,Cluster,Open cluster,7.3
130,,Galaxy,Lenticular galaxy,15
131,,Galaxy,Spiral galaxy,13.5
132,,Galaxy,Spiral galaxy,13.8
133,,Cluster,Open cluster,9.4
134,,Galaxy,Barred Spiral galaxy,11
135,IC 26,Galaxy,Lenticular galaxy,
136,,Cluster,Open cluster,11
137,,Galaxy,Lenticular galaxy,14.2
138,,Galaxy,Spiral galaxy,14.8
139,,Galaxy,Barred spiral galaxy,15.5
140,,Galaxy,Spiral galaxy,14.2
141,,Galaxy,Spiral galaxy,15.4
142,,Galaxy,Spiral galaxy,
143,,Galaxy,Spiral galaxy,
144,,Galaxy,Spiral galaxy,
145,,Galaxy,Barred spiral galaxy,12
146,,Cluster,Open cluster,9.6
147,,Galaxy,Elliptical galaxy,12
148,,Galaxy,Lenticular galaxy,13.1
149,,Galaxy,Lenticular galaxy,15
150,,Galaxy,Barred spiral galaxy,11.8
151,,Galaxy,Barred spiral galaxy,12.2
152,,Cluster,Open cluster,13.1
153,(Duplicate of NGC 151),Galaxy,Spiral galaxy,12.2
154,,Galaxy,Elliptical galaxy,14
155,,Galaxy,Lenticular galaxy,13
156,,Star,Double star,
157,,Galaxy,Intermediate spiral galaxy,10
158,,Star,Possible double star,
159,,Galaxy,Lenticular galaxy,
160,,Galaxy,Lenticular galaxy,13.7
161,,Galaxy,Lenticular galaxy,15
162,UCAC2 4012415,Star,Star,16
163,,Galaxy,Elliptical galaxy,13
164,,Galaxy,Spiral galaxy,16
165,,Galaxy,Spiral galaxy,13
166,,Galaxy,Spiral galaxy,15
167,,Galaxy,Spiral galaxy,
168,,Galaxy,Lenticular galaxy,14.9
169,,Galaxy,Barred spiral galaxy,13.7
170,,Galaxy,Lenticular galaxy,15.5
171,,Galaxy,Barred spiral galaxy,12
172,,Galaxy,Barred spiral galaxy,14.7
173,,Galaxy,Spiral galaxy,14.5
174,,Galaxy,Barred spiral galaxy,13.5
175,(Duplicate of NGC 171),Galaxy,Barred spiral galaxy,12
176,,Cluster,Open cluster,13.1
177,,Galaxy,Spiral galaxy,14.2
178,IC 39,Galaxy,Magellanic spiral,13
179,,Galaxy,Lenticular galaxy,
180,,Galaxy,Barred spiral galaxy,14.3
181,,Galaxy,Spiral galaxy,15.4
182,,Galaxy,Spiral galaxy,13.8
183,,Galaxy,Elliptical galaxy,13.8
184,,Galaxy,Spiral galaxy,15.5
185,,Galaxy,Dwarf spheroidal galaxy,11
186,,Galaxy,Lenticular galaxy,14.8
187,,Galaxy,Barred spiral galaxy,13
188,,Cluster,Open cluster,8.9
189,,Cluster,Open cluster,9.1
190,,Galaxy,Interacting galaxies,15.1
191,,Galaxy,Spiral galaxy,12
192,,Galaxy,Spiral galaxy,13.9
193,,Galaxy,Lenticular galaxy,13.2
194,,Galaxy,Elliptical galaxy,13.9
195,,Galaxy,Spiral galaxy,14
196,,Galaxy,Lenticular galaxy,14.2
197,,Galaxy,Lenticular galaxy,14.2
198,,Galaxy,Spiral galaxy,14.1
199,,Galaxy,Lenticular galaxy,15
200,,Galaxy,Spiral galaxy,14
201,,Galaxy,Spiral galaxy,14.7
202,,Galaxy,Lenticular galaxy,15.5
203,Also known as NGC 211,Galaxy,Lenticular galaxy,14.5
204,,Galaxy,Lenticular galaxy,14.6
205,Messier 110,Galaxy,Dwarf elliptical galaxy,9.4
206,,Other,Star cloud,
207,,Galaxy,Spiral galaxy,14.8
208,,Galaxy,Spiral galaxy,15.5
209,,Galaxy,Lenticular galaxy,14
210,,Galaxy,Barred spiral galaxy,11
211,(Duplicate of NGC 203),Galaxy,Lenticular galaxy,14.5
212,,Galaxy,Lenticular galaxy,
213,,Galaxy,Spiral galaxy,14.8
214,,Galaxy,Spiral galaxy,13
215,,Galaxy,Lenticular galaxy,
216,,Galaxy,Lenticular galaxy,13.6
217,,Galaxy,Spiral galaxy,13
218,,Galaxy,Spiral galaxy,15.5
219,,Galaxy,Elliptical galaxy,15.6
220,(Located in Small Magellanic Cloud),Cluster,Open cluster,14.6
221,Messier 32,Galaxy,Elliptical galaxy,9.2
222,(Located in Small Magellanic Cloud),Cluster,Open cluster,12.8
223,,Galaxy,Spiral galaxy,14.5
224,Messier 31; Andromeda Galaxy,Galaxy,Barred spiral galaxy,4.3
225,,Cluster,Open cluster,7.4
226,,Galaxy,Spiral galaxy,14.4
227,,Galaxy,Lenticular galaxy,13.4
228,,Galaxy,Spiral galaxy,14.9
229,,Galaxy,Lenticular galaxy,14.7
230,,Galaxy,Spiral galaxy,
231,(Located in Small Magellanic Cloud),Cluster,Open cluster,13.1
232,,Galaxy,Spiral galaxy,14.4
233,,Galaxy,Elliptical galaxy,13.8
234,,Galaxy,Spiral galaxy,13.5
235,,Galaxy,Interacting galaxies,14
236,,Galaxy,Spiral galaxy,14.5
237,,Galaxy,Spiral galaxy,13.6
238,,Galaxy,Spiral galaxy,13.1
239,,Galaxy,Spiral galaxy,14
240,,Galaxy,Spiral galaxy,14.8
241,(Located in Small Magellanic Cloud),Cluster,Open cluster,
242,(Located in Small Magellanic Cloud),Cluster,Open cluster,12.1
243,,Galaxy,Lenticular galaxy,14.6
244,,Galaxy,Lenticular galaxy,13
245,,Galaxy,Spiral galaxy,12.9
246,,Nebula,Planetary nebula,11.4
247,,Galaxy,Intermediate spiral galaxy,9.6
248,(Located in Small Magellanic Cloud),Nebula,Diffuse nebula,
249,(Located in Small Magellanic Cloud),Nebula,Diffuse nebula,
250,,Galaxy,Lenticular galaxy,14.9
251,,Galaxy,Spiral galaxy,14.6
252,,Galaxy,Lenticular galaxy,13.5
253,Sculptor Galaxy,Galaxy,Intermediate spiral galaxy,8
254,,Galaxy,Lenticular galaxy,12.7
255,,Galaxy,Barred spiral galaxy,11
256,(Located in Small Magellanic Cloud),Cluster,Open cluster,12.8
257,,Galaxy,Spiral galaxy,13.7
258,,Galaxy,Lenticular galaxy,15
259,,Galaxy,Spiral galaxy,12.5
260,,Galaxy,Spiral galaxy,14.3
261,(Located in Small Magellanic Cloud),Nebula,Diffuse nebula,
262,,Galaxy,Spiral galaxy,15
263,,Galaxy,Spiral galaxy,14
264,,Galaxy,Lenticular galaxy,14.9
265,(Located in Small Magellanic Cloud),Cluster,Open cluster,12.5
266,,Galaxy,Barred spiral galaxy,12.6
267,(Located in Small Magellanic Cloud),Nebula,Diffuse nebula,
268,,Galaxy,Spiral galaxy,12.5
269,(Located in Small Magellanic Cloud),Cluster,Open cluster,13
270,,Galaxy,Lenticular galaxy,13
271,,Galaxy,Barred spiral galaxy,13.2
272,,Cluster,Open cluster,
273,,Galaxy,Lenticular galaxy,13
274,,Galaxy,Lenticular galaxy,13
275,,Galaxy,Barred spiral galaxy,13
276,,Galaxy,Barred spiral galaxy,15.7
277,,Galaxy,Lenticular galaxy,13
278,,Galaxy,Spiral galaxy,10.5
279,,Galaxy,Lenticular galaxy,14
280,,Galaxy,Spiral galaxy,14.6
281,,Other,Diffuse nebula and star cluster,7.3
282,,Galaxy,Elliptical galaxy,14.7
283,,Galaxy,Spiral galaxy,14
284,,Galaxy,Elliptical galaxy,15
285,,Galaxy,Lenticular galaxy,14.9
286,,Galaxy,Lenticular galaxy,14
287,,Galaxy,Lenticular galaxy,14.8
288,,Cluster,Globular cluster,10
289,,Galaxy,Spiral galaxy,11.6
290,(Located in Small Magellanic Cloud),Cluster,Open cluster,12.1
291,,Galaxy,Barred spiral galaxy,14
292,Small Magellanic Cloud,Galaxy,Irregular galaxy,2.8
293,,Galaxy,Spiral galaxy,14
294,(Located in Small Magellanic Cloud),Cluster,Open cluster,12.7
295,,N/A,Unknown,13.5
296,(Sometimes mistakenly identified as NGC 295),Galaxy,Spiral galaxy,15.4
297,,Galaxy,Elliptical galaxy,17.3
298,,Galaxy,Spiral galaxy,13.5
299,,Cluster,Open cluster,12.1
300,,Galaxy,Spiral galaxy,8.7
301,,Galaxy,Spiral galaxy,15.5
302,,Star,Star,
303,,Galaxy,Lenticular galaxy,15.5
304,,Galaxy,Lenticular galaxy,14
305,,Asterism,Asterism,15.4
306,,Cluster,Open cluster,12.2
307,,Galaxy,Lenticular galaxy,14.1
